"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
2025,"Getafe","La Liga","David Soria","ESP","GK","31-196",1993,9,213,176,208,5,0,0,213,0,0,NA,0,NA,84,535,336,0,0,0,1,0,46,0,"https://fbref.com/en/players/8f8c6934/David-Soria"
2025,"Getafe","La Liga","Chrisantus Uche","NGA","FW,MF","21-151",2003,8.3,267,4,32,106,135,26,267,29,13,44.8,13,44.8,166,905,374,14,10,6,35,26,205,44,"https://fbref.com/en/players/87941696/Chrisantus-Uche"
2025,"Getafe","La Liga","Bertuğ Yıldırım","TUR","FW","22-097",2002,5,117,12,14,49,55,16,117,5,1,20,4,80,57,242,62,3,1,1,14,9,75,17,"https://fbref.com/en/players/7410d325/Bertug-Yildirim"
2025,"Girona","La Liga","Iker Almena","ESP","FW,DF","20-166",2004,0.5,39,2,4,6,30,1,39,3,2,66.7,1,33.3,32,233,152,6,3,1,1,0,31,10,"https://fbref.com/en/players/0b32f721/Iker-Almena"
2025,"Girona","La Liga","Yaser Asprilla","COL","FW,MF","20-333",2003,3.8,238,3,18,103,120,15,238,19,6,31.6,9,47.4,156,1000,462,19,13,8,11,6,182,42,"https://fbref.com/en/players/d139daf9/Yaser-Asprilla"
2025,"Girona","La Liga","Donny van de Beek","NED","MF,FW","27-182",1997,2.3,107,2,23,45,40,14,107,2,1,50,1,50,54,184,95,3,1,0,2,3,80,18,"https://fbref.com/en/players/50dc94ce/Donny-van-de-Beek"
2025,"Girona","La Liga","Daley Blind","NED","DF","34-222",1990,7.6,754,49,269,406,85,4,754,9,7,77.8,2,22.2,527,2859,1695,13,22,0,3,3,607,11,"https://fbref.com/en/players/691bef82/Daley-Blind"
2025,"Girona","La Liga","Arnaut Danjuma","NED","FW,MF","27-260",1997,3.7,152,1,18,43,92,18,152,17,5,29.4,10,58.8,98,782,428,21,7,9,9,1,115,43,"https://fbref.com/en/players/f08490a6/Arnaut-Danjuma"
2025,"Girona","La Liga","Alejandro Francés","ESP","DF","22-077",2002,4.9,406,23,139,202,68,5,406,5,2,40,3,60,209,1072,596,7,7,1,4,0,269,9,"https://fbref.com/en/players/3e78a188/Alejandro-Frances"
2025,"Girona","La Liga","Paulo Gazzaniga","ARG","GK","32-289",1992,9,327,281,325,2,0,0,327,1,1,100,0,0,194,862,515,0,0,0,1,0,203,0,"https://fbref.com/en/players/63d17038/Paulo-Gazzaniga"
2025,"Girona","La Liga","Bryan Gil","ESP","FW,MF","23-249",2001,5.8,310,2,32,106,176,30,310,28,14,50,12,42.9,219,1179,515,18,9,10,14,17,247,68,"https://fbref.com/en/players/7b5ab7f2/Bryan-Gil"
2025,"Girona","La Liga","Miguel Gutiérrez","ESP","DF","23-082",2001,8,519,17,125,206,196,16,519,19,8,42.1,11,57.9,284,1512,648,19,15,5,15,11,327,52,"https://fbref.com/en/players/7e98cff1/Miguel-Gutierrez"
2025,"Girona","La Liga","Yangel Herrera","VEN","MF","26-277",1998,6.1,442,15,98,239,106,14,442,11,6,54.5,2,18.2,271,1221,466,4,8,1,14,10,315,20,"https://fbref.com/en/players/5083a734/Yangel-Herrera"
2025,"Girona","La Liga","Juanpe","ESP","DF","33-170",1991,1,99,13,48,49,2,0,99,0,0,NA,0,NA,46,163,68,0,0,0,0,0,73,0,"https://fbref.com/en/players/1633fc8a/Juanpe"
2025,"Girona","La Liga","Ladislav Krejčí","CZE","DF","25-180",1999,3.1,310,33,161,142,9,3,310,1,0,0,1,100,193,820,413,4,1,1,2,0,247,0,"https://fbref.com/en/players/5b5c2228/Ladislav-Krejci"
2025,"Girona","La Liga","David López","ESP","DF","35-008",1989,7.4,664,92,322,323,20,4,664,4,3,75,0,0,401,2372,1361,5,6,0,4,4,490,1,"https://fbref.com/en/players/f03f284b/David-Lopez"
2025,"Girona","La Liga","Iván Martín","ESP","MF","25-246",1999,7.3,519,8,104,308,113,4,519,15,8,53.3,6,40,340,1962,862,16,14,0,10,8,401,22,"https://fbref.com/en/players/ae48c5cb/Ivan-Martin"
2025,"Girona","La Liga","Arnau Martinez","ESP","DF","21-175",2003,4.1,410,15,117,222,73,5,410,2,1,50,1,50,247,1178,482,2,5,0,2,3,297,18,"https://fbref.com/en/players/c3e66ffe/Arnau-Martinez"
2025,"Girona","La Liga","Bojan Miovski","MKD","FW","25-115",1999,1.9,38,0,1,7,30,5,38,0,0,NA,0,NA,22,75,5,0,0,0,3,0,23,10,"https://fbref.com/en/players/72e442c5/Bojan-Miovski"
2025,"Girona","La Liga","Gabriel Osei Misehouy","NED","FW,MF","19-091",2005,0.7,36,0,1,14,21,4,36,0,0,NA,0,NA,25,85,26,1,0,0,4,2,31,9,"https://fbref.com/en/players/349a7574/Gabriel-Osei-Misehouy"
2025,"Girona","La Liga","Portu","ESP","FW,MF","32-149",1992,1.8,67,0,4,26,37,4,67,2,1,50,1,50,40,143,63,1,2,0,0,0,45,18,"https://fbref.com/en/players/1bda5842/Portu"
2025,"Girona","La Liga","Oriol Romeu","ESP","MF","33-023",1991,3.5,230,4,35,170,25,1,230,0,0,NA,0,NA,135,645,331,3,5,1,3,3,180,2,"https://fbref.com/en/players/4b511457/Oriol-Romeu"
2025,"Girona","La Liga","Abel Ruiz","ESP","FW","24-263",2000,7.3,210,5,15,104,93,30,209,15,5,33.3,8,53.3,129,661,221,11,4,5,20,7,152,36,"https://fbref.com/en/players/6cbf8d0d/Abel-Ruiz"
2025,"Girona","La Liga","Jhon Solis","COL","MF","20-014",2004,3.2,204,7,46,121,39,1,204,7,4,57.1,2,28.6,136,731,322,0,5,0,6,9,160,8,"https://fbref.com/en/players/1282939a/Jhon-Solis"
2025,"Girona","La Liga","Cristhian Stuani","URU","FW","38-005",1986,1.1,24,1,2,5,17,9,23,0,0,NA,0,NA,13,40,4,0,0,0,3,0,17,3,"https://fbref.com/en/players/220c11f1/Cristhian-Stuani"
2025,"Girona","La Liga","Viktor Tsyhankov","UKR","MF,FW","26-337",1997,4.9,252,3,17,90,147,18,252,7,4,57.1,3,42.9,148,808,409,11,7,5,8,5,186,58,"https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov"
2025,"Gladbach","Bundesliga","Fabio Chiarodia","ITA","DF","19-134",2005,0,1,0,1,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/48780156/Fabio-Chiarodia"
2025,"Gladbach","Bundesliga","Tomáš Čvančara","CZE","FW,MF","24-065",2000,1.6,52,3,6,21,25,4,52,4,3,75,1,25,29,188,65,4,2,0,2,0,37,8,"https://fbref.com/en/players/298c8aa1/Tomas-Cvancara"
2025,"Gladbach","Bundesliga","Nico Elvedi","SUI","DF","28-017",1996,5.5,463,68,250,194,19,7,463,0,0,NA,0,NA,258,1199,660,7,5,0,2,0,305,2,"https://fbref.com/en/players/48035304/Nico-Elvedi"
2025,"Gladbach","Bundesliga","Marvin Friedrich","GER","DF","28-309",1995,0.5,37,5,19,16,2,1,37,0,0,NA,0,NA,30,181,122,2,0,0,0,0,30,0,"https://fbref.com/en/players/b77f44a4/Marvin-Friedrich"
2025,"Gladbach","Bundesliga","Robin Hack","GER","FW,MF","26-051",1998,1.8,118,2,15,53,50,12,118,8,3,37.5,4,50,71,468,286,8,4,3,4,4,80,18,"https://fbref.com/en/players/0174ba21/Robin-Hack"
2025,"Gladbach","Bundesliga","Franck Honorat","FRA","FW","28-067",1996,2.6,105,5,17,35,54,12,105,1,0,0,1,100,49,277,159,9,3,3,1,0,73,16,"https://fbref.com/en/players/db7849ca/Franck-Honorat"
2025,"Gladbach","Bundesliga","Ko Itakura","JPN","DF","27-264",1997,6,506,57,312,181,16,7,506,4,2,50,2,50,306,1254,576,2,3,0,2,2,357,0,"https://fbref.com/en/players/97d545ae/Ko-Itakura"
2025,"Gladbach","Bundesliga","Tim Kleindienst","GER","FW","29-047",1995,5.9,175,13,18,77,82,33,175,9,3,33.3,6,66.7,76,342,184,11,3,5,10,6,112,26,"https://fbref.com/en/players/258a6f4d/Tim-Kleindienst"
2025,"Gladbach","Bundesliga","Stefan Lainer","AUT","DF","32-051",1992,0.2,25,1,10,10,6,0,25,1,0,0,1,100,14,40,24,0,0,0,0,1,13,1,"https://fbref.com/en/players/4aea5077/Stefan-Lainer"
2025,"Gladbach","Bundesliga","Nathan N'Goumou","FRA","FW","24-217",2000,2.4,98,3,17,29,55,15,98,7,3,42.9,3,42.9,57,394,246,7,5,5,2,3,66,20,"https://fbref.com/en/players/e110ea4b/Nathan-NGoumou"
2025,"Gladbach","Bundesliga","Luca Netz","GER","DF","21-155",2003,5.9,403,21,145,158,102,10,403,15,5,33.3,9,60,183,655,381,9,7,1,9,4,241,31,"https://fbref.com/en/players/e79269bd/Luca-Netz"
2025,"Gladbach","Bundesliga","Florian Neuhaus","GER","MF","27-215",1997,0.3,18,0,7,10,1,0,18,0,0,NA,0,NA,6,16,7,0,0,0,0,0,13,0,"https://fbref.com/en/players/36a59ba4/Florian-Neuhaus"
2025,"Gladbach","Bundesliga","Moritz Nicolas","GER","GK","26-362",1997,3,142,114,141,1,0,0,142,0,0,NA,0,NA,93,392,223,0,0,0,0,0,87,0,"https://fbref.com/en/players/226ddf9d/Moritz-Nicolas"
2025,"Gladbach","Bundesliga","Jonas Omlin","SUI","GK","30-281",1994,3,154,134,154,0,0,0,154,0,0,NA,0,NA,113,375,159,0,0,0,0,0,99,0,"https://fbref.com/en/players/c631f952/Jonas-Omlin"
2025,"Gladbach","Bundesliga","Alassane Pléa","FRA","FW,MF","31-221",1993,3.9,176,0,10,97,73,12,176,14,7,50,7,50,125,710,426,15,8,5,6,5,153,24,"https://fbref.com/en/players/bc6bd723/Alassane-Plea"
2025,"Gladbach","Bundesliga","Grant Ranos","ARM","FW","21-089",2003,0.1,6,0,1,3,2,0,6,0,0,NA,0,NA,3,5,3,0,0,0,0,1,3,1,"https://fbref.com/en/players/0ee6ea6a/Grant-Ranos"
2025,"Gladbach","Bundesliga","Rocco Reitz","GER","MF","22-141",2002,2.7,220,8,62,117,43,6,220,5,3,60,2,40,128,580,236,2,3,0,4,4,158,9,"https://fbref.com/en/players/cc971106/Rocco-Reitz"
2025,"Gladbach","Bundesliga","Philipp Sander","GER","MF","26-239",1998,3.4,244,10,61,155,30,3,244,5,2,40,3,60,118,639,274,2,2,0,3,1,151,2,"https://fbref.com/en/players/5c90bad8/Philipp-Sander"
2025,"Gladbach","Bundesliga","Joe Scally","USA","DF","21-291",2002,5.8,426,16,176,176,75,6,426,15,7,46.7,8,53.3,248,1249,737,13,8,1,7,2,296,17,"https://fbref.com/en/players/236f02cd/Joe-Scally"
2025,"Gladbach","Bundesliga","Kevin Stöger","AUT","MF,FW","31-051",1993,5.6,454,9,56,232,167,12,454,14,6,42.9,7,50,247,1302,633,15,15,1,10,8,330,34,"https://fbref.com/en/players/e5649a78/Kevin-Stoger"
2025,"Gladbach","Bundesliga","Julian Weigl","GER","MF","29-039",1995,5.6,438,18,135,253,52,3,438,0,0,NA,0,NA,235,873,411,2,4,0,4,2,318,2,"https://fbref.com/en/players/346d51d9/Julian-Weigl"
2025,"Heidenheim","Bundesliga","Adrian Beck","GER","FW,MF","27-130",1997,2.6,133,5,35,71,29,6,133,8,4,50,4,50,68,365,126,2,3,0,5,4,71,6,"https://fbref.com/en/players/616c09f5/Adrian-Beck"
2025,"Heidenheim","Bundesliga","Maximilian Breunig","GER","FW,MF","24-064",2000,2.5,93,5,15,51,30,8,92,2,0,0,1,50,54,190,83,2,2,1,8,5,65,7,"https://fbref.com/en/players/1e37c986/Maximilian-Breunig"
2025,"Heidenheim","Bundesliga","Marnon Busch","GER","DF","29-314",1994,2.7,197,13,94,81,23,0,197,2,1,50,1,50,109,424,231,4,2,0,3,0,116,6,"https://fbref.com/en/players/c38767ab/Marnon-Busch"
2025,"Heidenheim","Bundesliga","Sirlord Conteh","GER","FW,DF","28-100",1996,1.7,58,2,9,19,33,6,58,1,0,0,0,0,40,231,133,7,0,2,3,4,38,16,"https://fbref.com/en/players/34e09d5f/Sirlord-Conteh"
2025,"Heidenheim","Bundesliga","Niklas Dorsch","GER","MF","26-276",1998,1.4,81,2,18,50,14,0,81,5,5,100,0,0,51,220,75,1,0,0,2,2,50,0,"https://fbref.com/en/players/7f73bdf4/Niklas-Dorsch"
2025,"Heidenheim","Bundesliga","Jonas Föhrenbach","GER","DF,FW","28-265",1996,6,327,18,114,157,59,5,327,9,3,33.3,6,66.7,151,870,478,15,6,2,3,0,170,12,"https://fbref.com/en/players/1b4be8eb/Jonas-Fohrenbach"
2025,"Heidenheim","Bundesliga","Benedikt Gimber","GER","DF","27-241",1997,6,354,48,223,129,8,4,354,1,1,100,0,0,179,738,283,1,1,0,5,1,193,2,"https://fbref.com/en/players/e5f76710/Benedikt-Gimber"
2025,"Heidenheim","Bundesliga","Mathias Honsak","AUT","MF,FW","27-302",1996,0.9,47,3,14,20,15,5,47,2,2,100,0,0,21,109,63,2,2,0,4,2,26,7,"https://fbref.com/en/players/3dbdbb6a/Mathias-Honsak"
2025,"Heidenheim","Bundesliga","Mikkel Kaufmann","DEN","FW","23-288",2001,1.6,49,3,7,20,22,4,49,2,0,0,1,50,30,132,61,0,2,1,6,1,39,8,"https://fbref.com/en/players/6e269dd3/Mikkel-Kaufmann"
2025,"Heidenheim","Bundesliga","Luca Kerber","GER","MF,FW","22-221",2002,0.9,31,6,14,11,6,2,31,0,0,NA,0,NA,6,42,21,1,0,1,0,0,11,1,"https://fbref.com/en/players/c107935c/Luca-Kerber"
2025,"Heidenheim","Bundesliga","Patrick Mainka","GER","DF","29-346",1994,6,314,40,198,109,8,4,314,2,0,0,2,100,185,853,407,2,0,0,1,2,182,0,"https://fbref.com/en/players/dd9caa07/Patrick-Mainka"
2025,"Heidenheim","Bundesliga","Lennard Maloney","USA","MF","25-009",1999,3.9,176,19,76,89,11,1,176,2,0,0,2,100,59,141,34,0,0,0,8,0,65,0,"https://fbref.com/en/players/75402e99/Lennard-Maloney"
2025,"Heidenheim","Bundesliga","Kevin Müller","GER","GK","33-216",1991,6,244,205,244,0,0,0,244,0,0,NA,0,NA,135,596,323,0,0,0,1,0,120,0,"https://fbref.com/en/players/f256f213/Kevin-Muller"
2025,"Heidenheim","Bundesliga","Marvin Pieringer","GER","FW","25-013",1999,4.7,167,6,15,80,73,24,167,3,0,0,3,100,88,371,127,4,5,1,10,4,117,18,"https://fbref.com/en/players/11407d95/Marvin-Pieringer"
2025,"Heidenheim","Bundesliga","Stefan Schimmer","GER","FW,MF","30-172",1994,0.4,12,0,0,4,8,4,12,1,0,0,1,100,5,25,1,0,0,0,1,0,9,4,"https://fbref.com/en/players/395bbb60/Stefan-Schimmer"
2025,"Heidenheim","Bundesliga","Jan Schöppner","GER","MF","25-127",1999,5.2,238,24,71,113,56,10,238,7,3,42.9,4,57.1,109,538,317,7,5,0,7,3,115,12,"https://fbref.com/en/players/932bfcac/Jan-Schoppner"
2025,"Heidenheim","Bundesliga","Léo Scienza","BRA","FW,MF","26-034",1998,2.9,129,1,13,60,61,15,129,20,8,40,12,60,83,805,590,24,10,7,8,1,82,17,"https://fbref.com/en/players/79064bc9/Leo-Scienza"
2025,"Heidenheim","Bundesliga","Tim Siersleben","GER","DF","24-222",2000,0.1,7,2,6,1,0,0,7,0,0,NA,0,NA,4,23,0,0,0,0,0,0,3,0,"https://fbref.com/en/players/f761c901/Tim-Siersleben"
2025,"Heidenheim","Bundesliga","Omar Traoré","GER","DF,FW","26-256",1998,5.5,288,14,98,120,74,2,288,12,6,50,4,33.3,146,947,538,17,8,0,11,9,166,16,"https://fbref.com/en/players/f44e8a73/Omar-Traore"
2025,"Heidenheim","Bundesliga","Paul Wanner","GER","MF","18-299",2005,4.9,194,4,28,100,74,10,193,16,8,50,8,50,96,530,283,7,8,1,14,6,105,14,"https://fbref.com/en/players/cb64672e/Paul-Wanner"
2025,"Hellas Verona","Serie A","Faride Alidou","GER","FW,MF","23-091",2001,0.7,26,2,3,9,16,0,26,3,2,66.7,1,33.3,15,69,29,0,2,0,1,1,18,2,"https://fbref.com/en/players/00f518d8/Faride-Alidou"
2025,"Hellas Verona","Serie A","Daniel Bandeira","POR","MF","24-189",2000,2.7,153,7,44,96,14,0,153,0,0,NA,0,NA,85,403,190,1,0,0,1,6,89,1,"https://fbref.com/en/players/56fca564/Daniel-Bandeira"
2025,"Hellas Verona","Serie A","Reda Belahyane","MAR","MF","20-138",2004,6.8,332,19,95,203,43,4,332,21,13,61.9,6,28.6,206,1235,608,6,2,2,10,6,226,2,"https://fbref.com/en/players/705a1642/Reda-Belahyane"
2025,"Hellas Verona","Serie A","Domagoj Bradarić","CRO","DF","24-312",1999,1,71,3,11,36,25,1,71,2,1,50,0,0,32,198,103,2,3,0,1,0,35,4,"https://fbref.com/en/players/8bbe2df5/Domagoj-Bradaric"
2025,"Hellas Verona","Serie A","Alphadjo Cissè","ITA","MF","17-361",2006,0,8,0,1,6,1,0,8,0,0,NA,0,NA,4,12,0,0,0,0,0,0,7,0,"https://fbref.com/en/players/d079becb/Alphadjo-Cisse"
2025,"Hellas Verona","Serie A","Diego Coppola","ITA","DF","20-294",2003,6,319,33,171,147,3,1,319,1,0,0,1,100,169,876,347,1,0,0,0,2,175,0,"https://fbref.com/en/players/22ae86f9/Diego-Coppola"
2025,"Hellas Verona","Serie A","Flavius Daniliuc","AUT","DF","23-173",2001,2.8,125,16,59,57,10,1,125,1,1,100,0,0,73,358,184,1,1,0,1,2,80,2,"https://fbref.com/en/players/7ef972c3/Flavius-Daniliuc"
2025,"Hellas Verona","Serie A","Paweł Dawidowicz","POL","DF","29-150",1995,4.2,243,22,90,144,9,1,243,1,1,100,0,0,144,793,493,2,2,0,0,1,163,1,"https://fbref.com/en/players/16bb656a/Pawel-Dawidowicz"
2025,"Hellas Verona","Serie A","Ondrej Duda","SVK","MF","29-317",1994,4.3,246,5,45,145,62,2,246,6,5,83.3,1,16.7,128,551,230,3,7,1,6,4,135,5,"https://fbref.com/en/players/79ca3e23/Ondrej-Duda"
2025,"Hellas Verona","Serie A","Davide Faraoni","ITA","MF,DF","32-358",1991,0.3,16,1,5,8,3,1,16,0,0,NA,0,NA,7,32,10,1,0,0,0,0,9,1,"https://fbref.com/en/players/aae9d04a/Davide-Faraoni"
2025,"Hellas Verona","Serie A","Martin Frese","DEN","DF","26-287",1998,3.7,212,14,81,100,31,1,212,1,0,0,0,0,100,398,197,3,4,0,1,0,115,6,"https://fbref.com/en/players/b910e9c0/Martin-Frese"
2025,"Hellas Verona","Serie A","Daniele Ghilardi","ITA","DF","21-285",2003,1,50,5,23,26,1,0,50,0,0,NA,0,NA,23,104,28,0,0,0,0,0,28,0,"https://fbref.com/en/players/9cedad4b/Daniele-Ghilardi"
2025,"Hellas Verona","Serie A","Abdou Harroui","NED","FW,MF","26-278",1998,1.9,85,3,12,37,39,6,85,12,3,25,8,66.7,54,418,196,7,9,2,3,5,66,16,"https://fbref.com/en/players/65fd099c/Abdou-Harroui"
2025,"Hellas Verona","Serie A","Grigoris Kastanos","CYP","MF,FW","26-261",1998,3.1,108,3,18,54,37,2,108,2,0,0,2,100,61,272,119,3,1,0,5,3,72,8,"https://fbref.com/en/players/2a82aa85/Grigoris-Kastanos"
2025,"Hellas Verona","Serie A","Mathis Lambourde","FRA","DF,MF","18-282",2006,0.1,4,0,2,0,2,2,4,1,1,100,0,0,3,22,6,1,1,1,0,1,3,1,"https://fbref.com/en/players/0da3d7ab/Mathis-Lambourde"
2025,"Hellas Verona","Serie A","Darko Lazović","SRB","MF,FW","34-032",1990,5.7,211,13,45,73,95,10,210,11,4,36.4,6,54.5,101,549,239,6,5,3,4,0,119,29,"https://fbref.com/en/players/5128bde4/Darko-Lazovic"
2025,"Hellas Verona","Serie A","Dailon Livramento","CPV","FW,MF","23-166",2001,2.7,63,0,6,24,36,9,63,4,0,0,3,75,38,322,178,7,3,2,5,6,42,15,"https://fbref.com/en/players/c115db1e/Dailon-Livramento"
2025,"Hellas Verona","Serie A","Giangiacomo Magnani","ITA","DF","29-013",1995,3.3,132,16,72,50,11,6,132,1,0,0,1,100,70,262,97,1,1,0,0,0,71,4,"https://fbref.com/en/players/cce9f582/Giangiacomo-Magnani"
2025,"Hellas Verona","Serie A","Lorenzo Montipò","ITA","GK","28-240",1996,7,216,175,213,3,0,0,216,0,0,NA,0,NA,80,477,284,0,0,0,0,0,80,0,"https://fbref.com/en/players/c1d95617/Lorenzo-Montipo"
2025,"Hellas Verona","Serie A","Daniel Mosquera","COL","FW,MF","24-363",1999,2.9,87,3,6,38,45,14,87,7,4,57.1,3,42.9,46,312,110,4,5,3,7,8,59,16,"https://fbref.com/en/players/091b9eb8/Daniel-Mosquera"
2025,"Hellas Verona","Serie A","Yllan Okou","FRA","DF","21-299",2002,0,3,0,2,0,1,0,3,0,0,NA,0,NA,1,2,1,0,0,0,0,0,1,0,"https://fbref.com/en/players/fa753b79/Yllan-Okou"
2025,"Hellas Verona","Serie A","Amin Sarr","SWE","FW","23-220",2001,0.4,24,1,2,12,11,1,24,2,1,50,1,50,12,37,6,1,0,1,0,3,17,4,"https://fbref.com/en/players/d5326924/Amin-Sarr"
2025,"Hellas Verona","Serie A","Suat Serdar","GER","MF","27-189",1997,0.2,9,0,1,7,1,1,9,0,0,NA,0,NA,1,3,0,0,0,0,1,0,4,0,"https://fbref.com/en/players/b3325a30/Suat-Serdar"
2025,"Hellas Verona","Serie A","Tomáš Suslov","SVK","FW,MF","22-132",2002,2.7,88,0,19,38,35,2,88,7,4,57.1,3,42.9,46,252,71,3,3,2,5,5,43,9,"https://fbref.com/en/players/83fe71b8/Tomas-Suslov"
2025,"Hellas Verona","Serie A","Jackson Tchatchoua","CMR","MF,DF","23-033",2001,7,264,17,74,101,92,9,264,7,3,42.9,4,57.1,134,948,558,21,13,6,6,4,150,38,"https://fbref.com/en/players/aeca7743/Jackson-Tchatchoua"
2025,"Hellas Verona","Serie A","Casper Tengstedt","DEN","FW,MF","24-138",2000,5.4,153,13,21,73,63,16,152,11,4,36.4,5,45.5,74,437,181,8,4,3,18,2,90,23,"https://fbref.com/en/players/ff2fb007/Casper-Tengstedt"
2025,"Hoffenheim","Bundesliga","Kevin Akpoguma","NGA","DF","29-181",1995,6,410,66,193,191,27,1,410,6,3,50,3,50,246,1147,525,6,4,0,2,1,256,8,"https://fbref.com/en/players/6ec6fde0/Kevin-Akpoguma"
2025,"Hoffenheim","Bundesliga","Oliver Baumann","GER","GK","34-137",1990,6,232,198,230,3,0,0,232,0,0,NA,0,NA,133,634,361,0,0,0,0,0,110,0,"https://fbref.com/en/players/47064058/Oliver-Baumann"
2025,"Hoffenheim","Bundesliga","Mergim Berisha","GER","FW","26-159",1998,2.4,48,2,6,15,27,8,48,4,2,50,2,50,32,109,62,2,2,1,2,2,39,7,"https://fbref.com/en/players/eb6e14be/Mergim-Berisha"
2025,"Hoffenheim","Bundesliga","Tom Bischof","GER","MF","19-111",2005,2.8,154,12,41,68,46,4,154,3,2,66.7,1,33.3,55,263,137,7,2,2,2,0,64,8,"https://fbref.com/en/players/07d3bfec/Tom-Bischof"
2025,"Hoffenheim","Bundesliga","Jacob Bruun Larsen","DEN","DF,FW","26-028",1998,1,55,1,7,11,38,8,55,5,3,60,2,40,39,407,239,7,4,3,2,4,37,18,"https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen"
2025,"Hoffenheim","Bundesliga","Marius Bülter","GER","FW","31-202",1993,4.8,140,4,14,53,76,20,140,13,7,53.8,6,46.2,100,721,381,15,5,10,14,7,101,30,"https://fbref.com/en/players/ab5b7dc1/Marius-Bulter"
2025,"Hoffenheim","Bundesliga","Arthur Chaves","BRA","DF","23-262",2001,0.8,32,5,20,11,1,0,32,0,0,NA,0,NA,13,82,55,1,0,0,3,0,18,0,"https://fbref.com/en/players/913e4711/Arthur-Chaves"
2025,"Hoffenheim","Bundesliga","Tim Drexler","GER","DF","19-225",2005,3.7,204,18,85,112,11,0,204,0,0,NA,0,NA,118,449,204,2,2,0,3,3,125,2,"https://fbref.com/en/players/0911b4fc/Tim-Drexler"
2025,"Hoffenheim","Bundesliga","Dennis Geiger","GER","MF","26-129",1998,1.9,81,1,16,39,27,2,81,1,1,100,0,0,56,368,211,4,5,1,1,3,59,5,"https://fbref.com/en/players/37f606f0/Dennis-Geiger"
2025,"Hoffenheim","Bundesliga","Valentin Gendrey","FRA","DF,FW","24-118",2000,2.3,114,13,35,27,54,6,114,2,1,50,1,50,48,211,121,2,2,0,4,2,42,13,"https://fbref.com/en/players/822ed0ec/Valentin-Gendrey"
2025,"Hoffenheim","Bundesliga","Florian Grillitsch","AUT","MF,DF","29-071",1995,3.3,224,25,85,102,38,0,224,6,2,33.3,3,50,135,780,323,2,4,0,3,5,150,1,"https://fbref.com/en/players/ffbbc83b/Florian-Grillitsch"
2025,"Hoffenheim","Bundesliga","Adam Hložek","CZE","FW,MF","22-084",2002,3.3,103,7,15,40,48,14,103,10,2,20,8,80,60,289,89,4,4,1,7,7,75,11,"https://fbref.com/en/players/5521f419/Adam-Hlozek"
2025,"Hoffenheim","Bundesliga","Robin Hranáč","CZE","DF","24-262",2000,1,56,7,20,36,0,0,56,0,0,NA,0,NA,29,113,64,0,0,0,1,0,35,0,"https://fbref.com/en/players/95d5aea2/Robin-Hranac"
2025,"Hoffenheim","Bundesliga","David Jurásek","CZE","FW","24-071",2000,0.2,8,1,3,2,3,0,8,0,0,NA,0,NA,3,18,9,0,0,0,0,0,4,1,"https://fbref.com/en/players/d7a03bf3/David-Jurasek"
2025,"Hoffenheim","Bundesliga","Pavel Kadeřábek","CZE","DF","32-175",1992,4.8,260,16,61,111,88,10,260,1,1,100,0,0,121,378,158,1,2,1,2,1,166,29,"https://fbref.com/en/players/79c90e45/Pavel-Kaderabek"
2025,"Hoffenheim","Bundesliga","Andrej Kramarić","CRO","MF","33-120",1991,4.7,225,4,27,95,106,21,224,9,4,44.4,4,44.4,157,1007,547,16,9,4,9,7,175,33,"https://fbref.com/en/players/603cb947/Andrej-Kramaric"
2025,"Hoffenheim","Bundesliga","Florian Micheler","AUT","MF","19-153",2005,0.4,12,0,2,6,4,0,12,1,1,100,0,0,11,48,28,1,1,0,0,0,10,1,"https://fbref.com/en/players/0024cb81/Florian-Micheler"
2025,"Hoffenheim","Bundesliga","Max Moerstedt","GER","FW","",NA,0.6,27,1,6,5,16,5,27,2,1,50,1,50,14,82,44,3,1,2,2,3,19,4,"https://fbref.com/en/players/710045fb/Max-Moerstedt"
2025,"Hoffenheim","Bundesliga","Stanley N'Soki","FRA","DF","25-191",1999,0.2,12,2,8,3,1,0,12,0,0,NA,0,NA,4,4,1,0,0,0,0,0,3,0,"https://fbref.com/en/players/61590953/Stanley-NSoki"
2025,"Hoffenheim","Bundesliga","Alexander Prass","AUT","DF","23-144",2001,4.9,310,24,89,126,99,10,310,16,5,31.3,9,56.3,178,847,377,5,11,3,3,1,190,18,"https://fbref.com/en/players/6637e6a7/Alexander-Prass"
2025,"Hoffenheim","Bundesliga","Grischa Prömel","GER","MF","29-282",1995,1.9,106,4,19,71,18,0,106,1,0,0,1,100,70,300,137,2,1,0,2,2,82,3,"https://fbref.com/en/players/924f9191/Grischa-Promel"
